Customer_ID,Usage_Date,State,City,Network_Type,Customer_Segment,Tenure_Years,Data_Usage_GB,Voice_Usage_Min,Customer_Satisfaction,NPS_Score
AIR100257,2025-05-15,Rajasthan,Rajasthan City 1,4G,Postpaid,0.6,30.38,166,3.46,23
AIR100258,2025-06-15,Maharashtra,Maharashtra City 1,4G,Postpaid,5.3,26.56,585,3.46,19
AIR100259,2025-07-15,Rajasthan,Rajasthan City 1,5G,Postpaid,1.2,36,361,3.78,22
AIR100260,2025-08-15,Karnataka,Karnataka City 2,4G,Broadband,1.5,12.18,172,3.48,26
AIR100261,2025-09-15,Karnataka,Karnataka City 3,5G,Postpaid,0.8,34.51,503,3.94,34
AIR100262,2025-10-15,Karnataka,Karnataka City 2,4G,Postpaid,4.4,20.19,403,4.09,53
AIR100263,2025-11-15,Gujarat,Gujarat City 2,5G,Enterprise,3.7,52.25,209,3.26,3
AIR100264,2025-12-15,Maharashtra,Maharashtra City 1,5G,Postpaid,2.1,40.97,312,3.57,15
AIR100265,2025-02-15,Rajasthan,Rajasthan City 2,5G,Prepaid,2,15.12,433,3.91,36
AIR100266,2025-03-15,Delhi,Delhi City 1,4G,Enterprise,4.6,9.09,226,3.55,17
AIR100267,2025-04-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,0.4,16.32,413,3.1,9
AIR100268,2025-05-15,Delhi,Delhi City 2,4G,Postpaid,5.7,12.61,323,3.18,2
AIR100269,2025-06-15,Tamil Nadu,Tamil Nadu City 2,5G,Prepaid,0.7,32.39,99,3.22,8
AIR100270,2025-07-15,Kerala,Kerala City 2,4G,Postpaid,6.2,15.65,520,3.74,32
AIR100271,2025-08-15,Delhi,Delhi City 1,4G,Postpaid,4.5,30.9,494,3.69,34
AIR100272,2025-09-15,West Bengal,West Bengal City 1,4G,Prepaid,3.1,10.83,422,3.74,20
AIR100273,2025-10-15,West Bengal,West Bengal City 2,4G,Postpaid,6.7,1,325,4.06,29
AIR100274,2025-11-15,Telangana,Telangana City 2,4G,Postpaid,6.5,21.32,61,3.92,37
AIR100275,2025-12-15,Maharashtra,Maharashtra City 3,4G,Prepaid,2.3,30.41,526,4.03,31
AIR100276,2025-02-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,3,13.83,531,3.29,-1
AIR100277,2025-03-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,2,9.13,357,3.56,22
AIR100278,2025-04-15,Maharashtra,Maharashtra City 3,5G,Broadband,5.2,22.36,270,4.17,51
AIR100279,2025-05-15,Gujarat,Gujarat City 3,5G,Postpaid,0.8,29.72,202,3.48,13
AIR100280,2025-06-15,Telangana,Telangana City 1,5G,Broadband,3.2,27.96,521,3.64,16
AIR100281,2025-07-15,Gujarat,Gujarat City 3,4G,Prepaid,4.5,11.75,597,2.92,-2
AIR100282,2025-08-15,Gujarat,Gujarat City 3,5G,Prepaid,1.9,12.52,575,4.16,58
AIR100283,2025-09-15,Gujarat,Gujarat City 2,4G,Prepaid,2.3,20.24,296,3.65,23
AIR100284,2025-10-15,Maharashtra,Maharashtra City 1,4G,Prepaid,4.4,25.51,141,4.12,52
AIR100285,2025-11-15,Gujarat,Gujarat City 3,4G,Postpaid,4.9,7.93,86,3.3,12
AIR100286,2025-12-15,West Bengal,West Bengal City 3,4G,Enterprise,3.6,20.19,578,3.22,10
AIR100287,2025-02-15,Karnataka,Karnataka City 3,4G,Prepaid,5.5,22.49,346,2.83,-1
AIR100288,2025-03-15,Kerala,Kerala City 2,5G,Enterprise,3.1,56.28,538,4.89,71
AIR100289,2025-04-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,6.3,15.54,389,3.05,13
AIR100290,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,Broadband,1.4,35.87,407,2.91,-13
AIR100291,2025-06-15,Kerala,Kerala City 3,4G,Prepaid,5.1,13.95,582,3.3,1
AIR100292,2025-07-15,Maharashtra,Maharashtra City 2,4G,Broadband,6.2,26.65,523,3.38,25
AIR100293,2025-08-15,Delhi,Delhi City 3,4G,Prepaid,4.1,26.18,251,2.89,5
AIR100294,2025-09-15,Maharashtra,Maharashtra City 1,4G,Broadband,3.6,19.9,540,3.38,16
AIR100295,2025-10-15,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,4.5,15.77,544,4.61,52
AIR100296,2025-11-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,5.1,13.82,204,3.89,29
AIR100297,2025-12-15,Kerala,Kerala City 1,4G,Postpaid,4.2,8.72,446,3.02,17
AIR100298,2025-02-15,Gujarat,Gujarat City 3,5G,Prepaid,4,27.18,604,3.69,33
AIR100299,2025-03-15,Maharashtra,Maharashtra City 1,5G,Postpaid,5.3,28.86,622,4.44,61
AIR100300,2025-04-15,Rajasthan,Rajasthan City 1,5G,Enterprise,5.6,52.7,326,3.27,15
AIR100301,2025-05-15,Kerala,Kerala City 1,4G,Postpaid,0.6,25.95,346,3.09,13
AIR100302,2025-06-15,West Bengal,West Bengal City 3,4G,Postpaid,2.1,4.32,393,3.01,-16
AIR100303,2025-07-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,1.2,11.25,93,3.42,2
AIR100304,2025-08-15,Kerala,Kerala City 3,5G,Postpaid,1,58.24,429,3.16,3
AIR100305,2025-09-15,Maharashtra,Maharashtra City 2,5G,Postpaid,6.1,50.81,301,3.78,7
AIR100306,2025-10-15,Tamil Nadu,Tamil Nadu City 3,4G,Broadband,4.5,1,384,3.62,17
AIR100307,2025-11-15,Delhi,Delhi City 3,4G,Prepaid,4.2,13.95,466,4.07,43
AIR100308,2025-12-15,Kerala,Kerala City 3,5G,Postpaid,6.5,47.44,213,3.95,29
AIR100309,2025-02-15,Telangana,Telangana City 2,4G,Prepaid,1.5,13.83,650,2.87,-25
AIR100310,2025-03-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,5.2,19.48,127,2.94,-7
AIR100311,2025-04-15,Maharashtra,Maharashtra City 1,4G,Prepaid,4.7,8.99,340,3.24,33
AIR100312,2025-05-15,Karnataka,Karnataka City 3,4G,Prepaid,2.4,34.08,274,3.71,27
AIR100313,2025-06-15,Rajasthan,Rajasthan City 1,5G,Prepaid,3.5,42.67,475,3.62,19
AIR100314,2025-07-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,1.1,34.89,626,3.57,20
AIR100315,2025-08-15,Gujarat,Gujarat City 2,4G,Broadband,5.9,24.23,452,3.78,13
AIR100316,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,1,7.97,217,3.82,32
AIR100317,2025-10-15,Maharashtra,Maharashtra City 3,4G,Broadband,1.3,12.45,497,3.46,25
AIR100318,2025-11-15,West Bengal,West Bengal City 3,4G,Prepaid,1.5,37.26,325,3.12,-14
AIR100319,2025-12-15,West Bengal,West Bengal City 1,4G,Prepaid,3.4,22.39,434,3.48,20
AIR100320,2025-02-15,Karnataka,Karnataka City 2,4G,Postpaid,2.4,15.64,122,3.52,18
AIR100321,2025-03-15,Gujarat,Gujarat City 1,5G,Postpaid,5.2,30.94,47,3.26,9
AIR100322,2025-04-15,Telangana,Telangana City 1,5G,Postpaid,3.6,28.88,253,3.78,32
AIR100323,2025-05-15,Karnataka,Karnataka City 3,4G,Postpaid,3.9,12.6,109,3.38,4
AIR100324,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,6.3,29.98,841,3.02,6
AIR100325,2025-07-15,Karnataka,Karnataka City 1,5G,Postpaid,0.6,1,454,3.72,14
AIR100326,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,3.1,21.28,474,3.59,17
AIR100327,2025-09-15,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,3.4,25.71,641,4.35,45
AIR100328,2025-10-15,West Bengal,West Bengal City 3,4G,Broadband,1.3,21.76,619,3.24,17
AIR100329,2025-11-15,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,1.1,38.86,574,3.42,7
AIR100330,2025-12-15,Rajasthan,Rajasthan City 3,5G,Prepaid,2.6,19.15,476,3.85,20
AIR100331,2025-02-15,Gujarat,Gujarat City 3,4G,Broadband,5,21.1,791,3.6,30
AIR100332,2025-03-15,Telangana,Telangana City 1,5G,Broadband,2.7,32.24,552,3.87,37
AIR100333,2025-04-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,3,1,189,3.75,9
AIR100334,2025-05-15,Telangana,Telangana City 2,4G,Prepaid,1.3,23.67,435,3.16,6
AIR100335,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Broadband,1.6,29,554,3.56,16
AIR100336,2025-07-15,Maharashtra,Maharashtra City 3,4G,Prepaid,4,4.92,235,3.67,32
AIR100337,2025-08-15,Karnataka,Karnataka City 1,5G,Prepaid,6.3,46.29,292,3.34,15
AIR100338,2025-09-15,Rajasthan,Rajasthan City 1,4G,Prepaid,5.7,15.38,366,3.86,37
AIR100339,2025-10-15,West Bengal,West Bengal City 1,4G,Postpaid,3.1,34.34,696,3.59,15
AIR100340,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,5.6,12.57,451,3.23,11
AIR100341,2025-12-15,Telangana,Telangana City 2,5G,Postpaid,2.4,1.88,638,3.62,15
AIR100342,2025-02-15,Rajasthan,Rajasthan City 3,4G,Enterprise,4.6,26.26,328,3.93,45
AIR100343,2025-03-15,Delhi,Delhi City 2,4G,Prepaid,5.1,18.7,454,3.28,5
AIR100344,2025-04-15,Delhi,Delhi City 1,5G,Prepaid,4.6,29.13,282,3.77,43
AIR100345,2025-05-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,4.3,16.02,423,3.62,23
AIR100346,2025-06-15,West Bengal,West Bengal City 1,4G,Enterprise,3.7,19.1,301,2.73,-3
AIR100347,2025-07-15,Maharashtra,Maharashtra City 2,4G,Postpaid,3.3,1.63,246,3.53,-1
AIR100348,2025-08-15,Telangana,Telangana City 2,4G,Prepaid,0.6,37.11,20,3.1,-7
AIR100349,2025-09-15,Karnataka,Karnataka City 2,4G,Prepaid,2.8,16.59,243,4.08,45
AIR100350,2025-10-15,Karnataka,Karnataka City 1,4G,Prepaid,6.1,7.41,308,3.22,24
AIR100351,2025-11-15,Telangana,Telangana City 2,4G,Prepaid,2.4,1,78,2.88,-20
AIR100352,2025-12-15,Gujarat,Gujarat City 1,4G,Prepaid,2.2,19.16,602,3.63,-2
AIR100353,2025-02-15,Maharashtra,Maharashtra City 1,4G,Broadband,4.3,18.11,451,3.71,21
AIR100354,2025-03-15,Rajasthan,Rajasthan City 3,4G,Postpaid,1.5,6.1,332,2.98,-10
AIR100355,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Postpaid,2.7,46.25,445,4.21,42
AIR100356,2025-05-15,Gujarat,Gujarat City 3,4G,Prepaid,6.2,32.49,720,3.79,16
AIR100357,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,5.1,31.97,505,3.65,26
AIR100358,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,1.1,21.5,153,4.67,65
AIR100359,2025-08-15,Gujarat,Gujarat City 2,4G,Broadband,4.8,27.99,404,3.58,22
AIR100360,2025-09-15,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,3.9,22.26,376,3.53,8
AIR100361,2025-10-15,Delhi,Delhi City 1,4G,Broadband,1.2,16.91,20,3.28,-4
AIR100362,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,5G,Broadband,3,9.08,396,3.82,9
AIR100363,2025-12-15,Gujarat,Gujarat City 1,4G,Prepaid,3.6,31.31,395,3.17,5
AIR100364,2025-02-15,Gujarat,Gujarat City 2,5G,Prepaid,5.5,61.08,200,3.77,41
AIR100365,2025-03-15,Kerala,Kerala City 2,4G,Postpaid,0.8,19.76,421,3.11,4
AIR100366,2025-04-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,1.4,14.26,569,4,22
AIR100367,2025-05-15,West Bengal,West Bengal City 1,4G,Prepaid,0.6,17.11,20,3.28,-7
AIR100368,2025-06-15,Kerala,Kerala City 3,5G,Prepaid,1.9,44.83,654,3.69,28
AIR100369,2025-07-15,Kerala,Kerala City 1,4G,Prepaid,6.1,3.23,553,2.69,-22
AIR100370,2025-08-15,Telangana,Telangana City 2,4G,Broadband,4,31.27,350,3.8,22
AIR100371,2025-09-15,Delhi,Delhi City 3,4G,Prepaid,6.5,19.67,542,3.01,7
AIR100372,2025-10-15,Gujarat,Gujarat City 2,4G,Prepaid,6.7,18.82,283,2.58,-15
AIR100373,2025-11-15,Delhi,Delhi City 3,4G,Postpaid,1.1,24.85,367,4,41
AIR100374,2025-12-15,Maharashtra,Maharashtra City 1,5G,Postpaid,3.3,36.73,443,4.03,50
AIR100375,2025-02-15,Telangana,Telangana City 1,4G,Postpaid,2.8,16.58,549,3.18,23
AIR100376,2025-03-15,West Bengal,West Bengal City 1,5G,Broadband,4.4,40.84,537,3.78,29
AIR100377,2025-04-15,Delhi,Delhi City 2,4G,Postpaid,0.4,28.81,348,3.54,11
AIR100378,2025-05-15,Karnataka,Karnataka City 3,5G,Postpaid,2.4,47.92,166,3.79,21
AIR100379,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,4.8,24.62,408,3.59,19
AIR100380,2025-07-15,Maharashtra,Maharashtra City 3,4G,Postpaid,5,11.27,20,3.02,-6
AIR100381,2025-08-15,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,3.5,12.36,402,3.52,4
AIR100382,2025-09-15,West Bengal,West Bengal City 2,4G,Broadband,2.5,10.05,519,3.71,32
AIR100383,2025-10-15,Maharashtra,Maharashtra City 1,4G,Enterprise,3.3,11.23,318,3.95,31
AIR100384,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,2.7,15.11,542,3,-14
AIR100385,2025-12-15,Telangana,Telangana City 1,4G,Postpaid,6,12.02,136,3.43,29
AIR100386,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,4,24.55,618,4.09,59
AIR100387,2025-03-15,Kerala,Kerala City 2,5G,Prepaid,5.4,24.41,456,3.81,53
AIR100388,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,1.1,16.22,594,3.43,10
AIR100389,2025-05-15,Kerala,Kerala City 1,4G,Prepaid,2.2,30.44,511,3.04,9
AIR100390,2025-06-15,Telangana,Telangana City 3,4G,Prepaid,4.9,11.65,474,3.05,9
AIR100391,2025-07-15,Rajasthan,Rajasthan City 3,4G,Prepaid,5.5,17.08,420,3.14,-3
AIR100392,2025-08-15,Kerala,Kerala City 1,4G,Postpaid,2.1,18.81,224,3.46,6
AIR100393,2025-09-15,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,1.1,40.96,710,4.24,45
AIR100394,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Postpaid,5.5,31.24,490,2.93,1
AIR100395,2025-11-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,6.5,20.63,418,3.35,17
AIR100396,2025-12-15,Tamil Nadu,Tamil Nadu City 2,5G,Prepaid,2.4,53.02,104,3.25,12
AIR100397,2025-02-15,Karnataka,Karnataka City 3,4G,Enterprise,2,19.76,322,3.87,24
AIR100398,2025-03-15,Gujarat,Gujarat City 3,5G,Prepaid,5.2,49.37,698,3.31,12
AIR100399,2025-04-15,Rajasthan,Rajasthan City 3,4G,Broadband,2.3,13.92,246,3.58,28
AIR100400,2025-05-15,West Bengal,West Bengal City 2,4G,Prepaid,1,3.2,411,2.57,-11
AIR100401,2025-06-15,Kerala,Kerala City 3,4G,Postpaid,4.1,3.5,445,3.68,12
AIR100402,2025-07-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,3.9,20.46,354,3.03,1
AIR100403,2025-08-15,Telangana,Telangana City 3,4G,Prepaid,1.3,24.97,520,3.48,16
AIR100404,2025-09-15,Kerala,Kerala City 1,4G,Prepaid,1.4,23.93,911,3.89,40
AIR100405,2025-10-15,Gujarat,Gujarat City 3,4G,Postpaid,4.7,20.74,232,3.1,2
AIR100406,2025-11-15,Telangana,Telangana City 1,4G,Prepaid,3.6,26.94,860,3.6,12
AIR100407,2025-12-15,Maharashtra,Maharashtra City 1,4G,Postpaid,2.5,17,249,2.98,3
AIR100408,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,3.7,48.37,402,4.1,38
AIR100409,2025-03-15,Maharashtra,Maharashtra City 2,4G,Prepaid,2,9.91,536,3.23,14
AIR100410,2025-04-15,Kerala,Kerala City 1,4G,Broadband,1.2,21.74,446,3.33,10
AIR100411,2025-05-15,Gujarat,Gujarat City 3,4G,Broadband,2.5,19.57,441,3.14,-2
AIR100412,2025-06-15,Rajasthan,Rajasthan City 2,5G,Postpaid,4.4,35.65,584,3.99,41
AIR100413,2025-07-15,Kerala,Kerala City 1,5G,Prepaid,1.9,50.8,293,3.96,28
AIR100414,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,0.8,6.98,435,2.99,12
AIR100415,2025-09-15,Delhi,Delhi City 2,4G,Enterprise,3,17.34,417,3.68,39
AIR100416,2025-10-15,Kerala,Kerala City 2,4G,Prepaid,6.3,17.07,458,3.36,15
AIR100417,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,5G,Broadband,1.1,53.66,353,4.1,39
AIR100418,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,6.5,6.73,251,3.26,5
AIR100419,2025-02-15,Kerala,Kerala City 2,4G,Enterprise,3.2,9.14,580,3.68,29
AIR100420,2025-03-15,Telangana,Telangana City 2,4G,Prepaid,1.6,16.65,460,3.16,-7
AIR100421,2025-04-15,Delhi,Delhi City 2,4G,Prepaid,5.1,22.51,604,3.23,31
AIR100422,2025-05-15,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,5.5,19.9,650,3.32,26
AIR100423,2025-06-15,Kerala,Kerala City 2,4G,Enterprise,4,20.12,458,3.1,1
AIR100424,2025-07-15,Telangana,Telangana City 2,4G,Enterprise,3.9,7.58,617,3.27,8
AIR100425,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,5.7,24.79,358,3.67,31
AIR100426,2025-09-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,1.1,31.21,267,3.45,15
AIR100427,2025-10-15,Gujarat,Gujarat City 3,4G,Postpaid,2.5,19.62,532,3.95,39
AIR100428,2025-11-15,Kerala,Kerala City 1,4G,Postpaid,4.4,27.72,468,2.84,-15
AIR100429,2025-12-15,Delhi,Delhi City 1,5G,Broadband,2.7,29.61,335,4.01,45
AIR100430,2025-02-15,Karnataka,Karnataka City 1,4G,Postpaid,0.5,1.69,609,3.45,19
AIR100431,2025-03-15,Delhi,Delhi City 3,4G,Postpaid,1.9,17.41,238,2.57,-14
AIR100432,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,3.8,10.93,385,2.84,-3
AIR100433,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,1.8,33.61,286,2.72,-26
AIR100434,2025-06-15,Maharashtra,Maharashtra City 3,4G,Broadband,1.4,27.98,184,3.33,11
AIR100435,2025-07-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,3.2,19.05,319,4.14,46
AIR100436,2025-08-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,2.1,14.12,471,3.55,11
AIR100437,2025-09-15,West Bengal,West Bengal City 2,4G,Postpaid,5.7,33.65,769,3.8,27
AIR100438,2025-10-15,Kerala,Kerala City 1,4G,Prepaid,1.5,1.58,622,4.04,26
AIR100439,2025-11-15,Delhi,Delhi City 2,4G,Postpaid,2.9,12.71,416,2.96,-3
AIR100440,2025-12-15,West Bengal,West Bengal City 1,4G,Broadband,5.2,3.3,408,2.97,-11
AIR100441,2025-02-15,Telangana,Telangana City 3,4G,Postpaid,2,17.5,949,3.04,-2
AIR100442,2025-03-15,Karnataka,Karnataka City 1,4G,Broadband,2.7,21.09,541,2.87,-3
AIR100443,2025-04-15,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,2.3,25.65,269,3.68,25
AIR100444,2025-05-15,Delhi,Delhi City 2,4G,Broadband,4.4,14.72,529,3.81,14
AIR100445,2025-06-15,West Bengal,West Bengal City 3,4G,Postpaid,0.9,21.05,290,3.95,48
AIR100446,2025-07-15,Karnataka,Karnataka City 3,4G,Prepaid,1.4,26.13,326,3.73,32
AIR100447,2025-08-15,Maharashtra,Maharashtra City 2,5G,Postpaid,3.2,42,611,4.5,38
AIR100448,2025-09-15,Tamil Nadu,Tamil Nadu City 3,5G,Enterprise,0.8,30.48,323,4,37
AIR100449,2025-10-15,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,4,24.82,789,3.61,4
AIR100450,2025-11-15,Maharashtra,Maharashtra City 3,4G,Postpaid,3.3,14.16,280,4.02,33
AIR100451,2025-12-15,Kerala,Kerala City 2,4G,Broadband,3.7,16.62,267,3.58,38
AIR100452,2025-02-15,Maharashtra,Maharashtra City 3,4G,Prepaid,1.4,22.37,537,3.5,31
AIR100453,2025-03-15,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,4.3,37.14,459,3.62,20
AIR100454,2025-04-15,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,4.9,8.44,460,3.52,22
AIR100455,2025-05-15,West Bengal,West Bengal City 3,5G,Prepaid,2.7,27.96,569,3.23,3
AIR100456,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,2.7,25.74,624,3.79,35
AIR100457,2025-07-15,Karnataka,Karnataka City 2,4G,Prepaid,1.5,12.01,441,3.6,29
AIR100458,2025-08-15,Maharashtra,Maharashtra City 2,5G,Postpaid,1.9,22.79,458,4.09,69
AIR100459,2025-09-15,Karnataka,Karnataka City 3,4G,Prepaid,3.6,15.39,551,3.42,27
AIR100460,2025-10-15,Maharashtra,Maharashtra City 3,5G,Prepaid,5,57.18,465,4.08,22
AIR100461,2025-11-15,Telangana,Telangana City 1,4G,Postpaid,4.8,25.18,538,3.59,17
AIR100462,2025-12-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,3.5,24.15,532,2.92,9
AIR100463,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,4.9,20.02,497,3.67,42
AIR100464,2025-03-15,West Bengal,West Bengal City 1,4G,Broadband,5.1,17.1,133,3.14,6
AIR100465,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,4.1,1,475,3.45,18
AIR100466,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,0.5,26.15,394,3.19,4
AIR100467,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.5,14.68,597,2.82,2
AIR100468,2025-07-15,Karnataka,Karnataka City 1,4G,Broadband,6.3,13.21,450,3.66,20
AIR100469,2025-08-15,Maharashtra,Maharashtra City 1,4G,Broadband,1.5,21.36,799,3.23,-5
AIR100470,2025-09-15,Rajasthan,Rajasthan City 1,4G,Prepaid,5.2,13.7,782,4.07,22
AIR100471,2025-10-15,Telangana,Telangana City 1,5G,Prepaid,2.6,34.01,712,3.7,21
AIR100472,2025-11-15,Delhi,Delhi City 2,4G,Prepaid,6.4,20.31,501,3.11,7
AIR100473,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,1.8,15.93,607,3.54,27
AIR100474,2025-02-15,Kerala,Kerala City 1,5G,Broadband,5.4,29.48,220,3.63,12
AIR100475,2025-03-15,Karnataka,Karnataka City 3,5G,Postpaid,5.8,33.7,317,3.64,28
AIR100476,2025-04-15,West Bengal,West Bengal City 3,4G,Postpaid,2.2,10.71,178,3.46,14
AIR100477,2025-05-15,Delhi,Delhi City 3,5G,Prepaid,6.2,58.3,344,3.5,19
AIR100478,2025-06-15,Rajasthan,Rajasthan City 2,4G,Prepaid,6.4,11.94,441,3.91,38
AIR100479,2025-07-15,Kerala,Kerala City 2,4G,Postpaid,1.8,14.1,83,2.92,8
AIR100480,2025-08-15,Rajasthan,Rajasthan City 3,4G,Enterprise,2,5.05,280,3.47,8
AIR100481,2025-09-15,Delhi,Delhi City 3,4G,Prepaid,1,21.56,384,2.95,-21
AIR100482,2025-10-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Broadband,3.9,40.62,491,4.62,59
AIR100483,2025-11-15,Kerala,Kerala City 1,5G,Prepaid,2.8,52.43,106,3.69,32
AIR100484,2025-12-15,Rajasthan,Rajasthan City 2,5G,Postpaid,5.7,12.17,323,4.15,45
AIR100485,2025-02-15,West Bengal,West Bengal City 2,5G,Postpaid,2.9,43.93,476,3.94,25
AIR100486,2025-03-15,Maharashtra,Maharashtra City 1,4G,Broadband,0.4,29.79,559,3.62,20
AIR100487,2025-04-15,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,1.9,47.09,241,3.84,23
AIR100488,2025-05-15,Maharashtra,Maharashtra City 1,5G,Prepaid,3.9,41.47,535,4.11,43
AIR100489,2025-06-15,Delhi,Delhi City 2,5G,Prepaid,1.7,48.94,459,3.95,38
AIR100490,2025-07-15,Karnataka,Karnataka City 2,5G,Broadband,6.3,28.56,645,4.39,50
AIR100491,2025-08-15,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,4.4,25.04,402,3.75,28
AIR100492,2025-09-15,Telangana,Telangana City 1,4G,Prepaid,6.2,19.95,507,3.79,41
AIR100493,2025-10-15,West Bengal,West Bengal City 1,5G,Postpaid,4.9,14.65,328,3.7,33
AIR100494,2025-11-15,Telangana,Telangana City 2,5G,Postpaid,1.6,46.7,20,3.41,16
AIR100495,2025-12-15,Kerala,Kerala City 3,5G,Broadband,4.5,44.72,207,3.96,33
AIR100496,2025-02-15,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,2.9,13.02,207,2.82,-15
AIR100497,2025-03-15,Telangana,Telangana City 2,4G,Postpaid,5.8,9.31,635,3.24,3
AIR100498,2025-04-15,Telangana,Telangana City 2,5G,Broadband,6.2,61.86,720,3.28,2
AIR100499,2025-05-15,Rajasthan,Rajasthan City 2,4G,Postpaid,3.5,3.95,369,2.83,-10
AIR100500,2025-06-15,Maharashtra,Maharashtra City 1,4G,Prepaid,3.8,15.49,565,3.23,-7
AIR100501,2025-07-15,Rajasthan,Rajasthan City 1,4G,Broadband,4.6,22.04,273,3.07,-11
AIR100502,2025-08-15,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,1.5,19.2,639,3.02,-4
AIR100503,2025-09-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,0.8,10.26,422,3.62,19
AIR100504,2025-10-15,Delhi,Delhi City 1,4G,Postpaid,6.1,9.04,412,3.45,3
AIR100505,2025-11-15,Rajasthan,Rajasthan City 2,4G,Prepaid,0.9,10.52,453,3.5,6
AIR100506,2025-12-15,Gujarat,Gujarat City 2,4G,Prepaid,5.2,11.78,298,3.06,20
AIR100507,2025-02-15,Maharashtra,Maharashtra City 3,4G,Postpaid,4.4,15.07,326,3.64,39
AIR100508,2025-03-15,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,1.9,15.61,356,3.45,15
AIR100509,2025-04-15,Delhi,Delhi City 1,4G,Postpaid,1.8,16.82,310,3.44,16
AIR100510,2025-05-15,Rajasthan,Rajasthan City 2,4G,Prepaid,5.4,23.23,307,3.59,10
AIR100511,2025-06-15,Maharashtra,Maharashtra City 2,4G,Enterprise,4.9,20.05,465,3.96,31
AIR100512,2025-07-15,Rajasthan,Rajasthan City 3,5G,Prepaid,1.7,28.25,588,3.75,12
