Customer_ID,Complaint_Date,State,City,Customer_Segment,Complaint_Flag,Complaint_Category,Complaint_Status,Resolution_Time_Hours,Customer_Satisfaction,NPS_Score
AIR100234,2025-04-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Slow Internet,No Complaint,10.2,3.31,1
AIR100235,2025-05-15,Kerala,Kerala City 3,Prepaid,0,Network Issues,No Complaint,9.3,2.95,20
AIR100236,2025-06-15,Kerala,Kerala City 3,Postpaid,0,Billing Issues,No Complaint,35,4.44,59
AIR100237,2025-07-15,Telangana,Telangana City 1,Prepaid,0,Network Issues,No Complaint,14.4,2.74,-3
AIR100238,2025-08-15,Rajasthan,Rajasthan City 1,Prepaid,1,Billing Issues,Resolved,22.3,3.34,11
AIR100239,2025-09-15,Rajasthan,Rajasthan City 3,Postpaid,0,Slow Internet,No Complaint,8.2,3.39,-5
AIR100240,2025-10-15,Maharashtra,Maharashtra City 2,Postpaid,0,Others,No Complaint,22.7,3.49,26
AIR100241,2025-11-15,Maharashtra,Maharashtra City 1,Prepaid,0,Network Issues,No Complaint,6.2,3.39,4
AIR100242,2025-12-15,Maharashtra,Maharashtra City 3,Prepaid,0,Others,No Complaint,18.2,3.52,14
AIR100243,2025-02-15,Delhi,Delhi City 2,Postpaid,0,Slow Internet,No Complaint,7.6,3.48,25
AIR100244,2025-03-15,West Bengal,West Bengal City 1,Postpaid,0,Slow Internet,No Complaint,25.1,3.25,-5
AIR100245,2025-04-15,Gujarat,Gujarat City 1,Prepaid,0,Slow Internet,No Complaint,34.6,3.55,30
AIR100246,2025-05-15,West Bengal,West Bengal City 3,Prepaid,0,Call Drops,No Complaint,35.6,3.39,11
AIR100247,2025-06-15,Tamil Nadu,Tamil Nadu City 2,Broadband,0,Billing Issues,No Complaint,18.2,3.39,6
AIR100248,2025-07-15,West Bengal,West Bengal City 1,Postpaid,0,Call Drops,No Complaint,16.3,4,34
AIR100249,2025-08-15,Delhi,Delhi City 2,Enterprise,1,Slow Internet,Resolved,32,3.48,28
AIR100250,2025-09-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,1,Call Drops,Resolved,14.8,2.77,-21
AIR100251,2025-10-15,West Bengal,West Bengal City 1,Postpaid,0,Call Drops,No Complaint,13.7,3.27,16
AIR100252,2025-11-15,Delhi,Delhi City 2,Prepaid,0,Slow Internet,No Complaint,12,3.69,10
AIR100253,2025-12-15,Gujarat,Gujarat City 1,Postpaid,0,Slow Internet,No Complaint,15.2,3.8,31
AIR100254,2025-02-15,West Bengal,West Bengal City 2,Prepaid,0,Network Issues,No Complaint,31.7,4.18,49
AIR100255,2025-03-15,Delhi,Delhi City 1,Prepaid,0,Network Issues,No Complaint,20.9,3.89,40
AIR100256,2025-04-15,Maharashtra,Maharashtra City 3,Prepaid,0,Network Issues,No Complaint,11.4,3.22,-6
AIR100257,2025-05-15,Rajasthan,Rajasthan City 1,Postpaid,1,Network Issues,Resolved,48.9,3.46,23
AIR100258,2025-06-15,Maharashtra,Maharashtra City 1,Postpaid,0,Slow Internet,No Complaint,20.6,3.46,19
AIR100259,2025-07-15,Rajasthan,Rajasthan City 1,Postpaid,0,Call Drops,No Complaint,24,3.78,22
AIR100260,2025-08-15,Karnataka,Karnataka City 2,Broadband,0,Others,No Complaint,34.1,3.48,26
AIR100261,2025-09-15,Karnataka,Karnataka City 3,Postpaid,1,Billing Issues,Pending,4.4,3.94,34
AIR100262,2025-10-15,Karnataka,Karnataka City 2,Postpaid,0,Billing Issues,No Complaint,11.1,4.09,53
AIR100263,2025-11-15,Gujarat,Gujarat City 2,Enterprise,0,Network Issues,No Complaint,10.5,3.26,3
AIR100264,2025-12-15,Maharashtra,Maharashtra City 1,Postpaid,0,Billing Issues,No Complaint,12.7,3.57,15
AIR100265,2025-02-15,Rajasthan,Rajasthan City 2,Prepaid,1,Billing Issues,Resolved,18.2,3.91,36
AIR100266,2025-03-15,Delhi,Delhi City 1,Enterprise,0,Network Issues,No Complaint,18.3,3.55,17
AIR100267,2025-04-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Slow Internet,No Complaint,15.2,3.1,9
AIR100268,2025-05-15,Delhi,Delhi City 2,Postpaid,0,Billing Issues,No Complaint,8.3,3.18,2
AIR100269,2025-06-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,1,Network Issues,Resolved,53.9,3.22,8
AIR100270,2025-07-15,Kerala,Kerala City 2,Postpaid,0,Network Issues,No Complaint,12.8,3.74,32
AIR100271,2025-08-15,Delhi,Delhi City 1,Postpaid,1,Call Drops,In Progress,70.8,3.69,34
AIR100272,2025-09-15,West Bengal,West Bengal City 1,Prepaid,0,Billing Issues,No Complaint,8.7,3.74,20
AIR100273,2025-10-15,West Bengal,West Bengal City 2,Postpaid,0,Network Issues,No Complaint,16.9,4.06,29
AIR100274,2025-11-15,Telangana,Telangana City 2,Postpaid,0,Network Issues,No Complaint,15.3,3.92,37
AIR100275,2025-12-15,Maharashtra,Maharashtra City 3,Prepaid,0,Billing Issues,No Complaint,19.2,4.03,31
AIR100276,2025-02-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,1,Network Issues,Resolved,17.9,3.29,-1
AIR100277,2025-03-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Call Drops,No Complaint,16.1,3.56,22
AIR100278,2025-04-15,Maharashtra,Maharashtra City 3,Broadband,0,Network Issues,No Complaint,11,4.17,51
AIR100279,2025-05-15,Gujarat,Gujarat City 3,Postpaid,0,Billing Issues,No Complaint,10,3.48,13
AIR100280,2025-06-15,Telangana,Telangana City 1,Broadband,0,Slow Internet,No Complaint,37.8,3.64,16
AIR100281,2025-07-15,Gujarat,Gujarat City 3,Prepaid,1,Billing Issues,Resolved,18.9,2.92,-2
AIR100282,2025-08-15,Gujarat,Gujarat City 3,Prepaid,0,Call Drops,No Complaint,10.2,4.16,58
AIR100283,2025-09-15,Gujarat,Gujarat City 2,Prepaid,0,Slow Internet,No Complaint,4,3.65,23
AIR100284,2025-10-15,Maharashtra,Maharashtra City 1,Prepaid,0,Others,No Complaint,2.5,4.12,52
AIR100285,2025-11-15,Gujarat,Gujarat City 3,Postpaid,0,Slow Internet,No Complaint,3.8,3.3,12
AIR100286,2025-12-15,West Bengal,West Bengal City 3,Enterprise,0,Network Issues,No Complaint,17.3,3.22,10
AIR100287,2025-02-15,Karnataka,Karnataka City 3,Prepaid,1,Call Drops,Resolved,8,2.83,-1
AIR100288,2025-03-15,Kerala,Kerala City 2,Enterprise,1,Slow Internet,Resolved,32.7,4.89,71
AIR100289,2025-04-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,1,Network Issues,Resolved,19.9,3.05,13
AIR100290,2025-05-15,Tamil Nadu,Tamil Nadu City 2,Broadband,0,Network Issues,No Complaint,6,2.91,-13
AIR100291,2025-06-15,Kerala,Kerala City 3,Prepaid,1,Slow Internet,In Progress,6.6,3.3,1
AIR100292,2025-07-15,Maharashtra,Maharashtra City 2,Broadband,0,Slow Internet,No Complaint,22,3.38,25
AIR100293,2025-08-15,Delhi,Delhi City 3,Prepaid,1,Call Drops,Resolved,19.2,2.89,5
AIR100294,2025-09-15,Maharashtra,Maharashtra City 1,Broadband,1,Others,Pending,18.2,3.38,16
AIR100295,2025-10-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Call Drops,No Complaint,2.1,4.61,52
AIR100296,2025-11-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Call Drops,No Complaint,10.3,3.89,29
AIR100297,2025-12-15,Kerala,Kerala City 1,Postpaid,0,Slow Internet,No Complaint,9.8,3.02,17
AIR100298,2025-02-15,Gujarat,Gujarat City 3,Prepaid,1,Network Issues,Resolved,25.2,3.69,33
AIR100299,2025-03-15,Maharashtra,Maharashtra City 1,Postpaid,0,Slow Internet,No Complaint,7.6,4.44,61
AIR100300,2025-04-15,Rajasthan,Rajasthan City 1,Enterprise,1,Slow Internet,Resolved,53.5,3.27,15
AIR100301,2025-05-15,Kerala,Kerala City 1,Postpaid,0,Slow Internet,No Complaint,14.8,3.09,13
AIR100302,2025-06-15,West Bengal,West Bengal City 3,Postpaid,0,Network Issues,No Complaint,5.4,3.01,-16
AIR100303,2025-07-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Network Issues,No Complaint,10.2,3.42,2
AIR100304,2025-08-15,Kerala,Kerala City 3,Postpaid,0,Network Issues,No Complaint,11.4,3.16,3
AIR100305,2025-09-15,Maharashtra,Maharashtra City 2,Postpaid,1,Others,Resolved,15.3,3.78,7
AIR100306,2025-10-15,Tamil Nadu,Tamil Nadu City 3,Broadband,0,Network Issues,No Complaint,20.2,3.62,17
AIR100307,2025-11-15,Delhi,Delhi City 3,Prepaid,0,Network Issues,No Complaint,25.9,4.07,43
AIR100308,2025-12-15,Kerala,Kerala City 3,Postpaid,0,Network Issues,No Complaint,3.7,3.95,29
AIR100309,2025-02-15,Telangana,Telangana City 2,Prepaid,0,Network Issues,No Complaint,31.7,2.87,-25
AIR100310,2025-03-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Call Drops,No Complaint,22.5,2.94,-7
AIR100311,2025-04-15,Maharashtra,Maharashtra City 1,Prepaid,0,Network Issues,No Complaint,21.2,3.24,33
AIR100312,2025-05-15,Karnataka,Karnataka City 3,Prepaid,0,Call Drops,No Complaint,26.9,3.71,27
AIR100313,2025-06-15,Rajasthan,Rajasthan City 1,Prepaid,1,Network Issues,Pending,5.1,3.62,19
AIR100314,2025-07-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,1,Call Drops,Resolved,7.5,3.57,20
AIR100315,2025-08-15,Gujarat,Gujarat City 2,Broadband,1,Call Drops,Pending,48.8,3.78,13
AIR100316,2025-09-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Network Issues,No Complaint,17.3,3.82,32
AIR100317,2025-10-15,Maharashtra,Maharashtra City 3,Broadband,1,Network Issues,In Progress,20.5,3.46,25
AIR100318,2025-11-15,West Bengal,West Bengal City 3,Prepaid,0,Network Issues,No Complaint,38,3.12,-14
AIR100319,2025-12-15,West Bengal,West Bengal City 1,Prepaid,0,Network Issues,No Complaint,6.4,3.48,20
AIR100320,2025-02-15,Karnataka,Karnataka City 2,Postpaid,0,Call Drops,No Complaint,13,3.52,18
AIR100321,2025-03-15,Gujarat,Gujarat City 1,Postpaid,0,Network Issues,No Complaint,10.2,3.26,9
AIR100322,2025-04-15,Telangana,Telangana City 1,Postpaid,0,Network Issues,No Complaint,7.1,3.78,32
AIR100323,2025-05-15,Karnataka,Karnataka City 3,Postpaid,0,Network Issues,No Complaint,17.6,3.38,4
AIR100324,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,1,Call Drops,Pending,37.2,3.02,6
AIR100325,2025-07-15,Karnataka,Karnataka City 1,Postpaid,0,Billing Issues,No Complaint,20.5,3.72,14
AIR100326,2025-08-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,0,Network Issues,No Complaint,11,3.59,17
AIR100327,2025-09-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,1,Billing Issues,Resolved,11.6,4.35,45
AIR100328,2025-10-15,West Bengal,West Bengal City 3,Broadband,1,Call Drops,Resolved,5.4,3.24,17
AIR100329,2025-11-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Network Issues,No Complaint,21.9,3.42,7
AIR100330,2025-12-15,Rajasthan,Rajasthan City 3,Prepaid,1,Call Drops,Resolved,18,3.85,20
AIR100331,2025-02-15,Gujarat,Gujarat City 3,Broadband,1,Others,Resolved,9.2,3.6,30
AIR100332,2025-03-15,Telangana,Telangana City 1,Broadband,0,Network Issues,No Complaint,4,3.87,37
AIR100333,2025-04-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,0,Call Drops,No Complaint,12.5,3.75,9
AIR100334,2025-05-15,Telangana,Telangana City 2,Prepaid,1,Network Issues,Resolved,26.8,3.16,6
AIR100335,2025-06-15,Uttar Pradesh,Uttar Pradesh City 1,Broadband,1,Billing Issues,Resolved,14.5,3.56,16
AIR100336,2025-07-15,Maharashtra,Maharashtra City 3,Prepaid,0,Slow Internet,No Complaint,24.1,3.67,32
AIR100337,2025-08-15,Karnataka,Karnataka City 1,Prepaid,1,Network Issues,Resolved,1.3,3.34,15
AIR100338,2025-09-15,Rajasthan,Rajasthan City 1,Prepaid,0,Slow Internet,No Complaint,18.9,3.86,37
AIR100339,2025-10-15,West Bengal,West Bengal City 1,Postpaid,0,Billing Issues,No Complaint,18.7,3.59,15
AIR100340,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,Broadband,0,Network Issues,No Complaint,1.9,3.23,11
AIR100341,2025-12-15,Telangana,Telangana City 2,Postpaid,0,Network Issues,No Complaint,3.9,3.62,15
AIR100342,2025-02-15,Rajasthan,Rajasthan City 3,Enterprise,0,Network Issues,No Complaint,30.1,3.93,45
AIR100343,2025-03-15,Delhi,Delhi City 2,Prepaid,0,Network Issues,No Complaint,23.7,3.28,5
AIR100344,2025-04-15,Delhi,Delhi City 1,Prepaid,0,Slow Internet,No Complaint,11.1,3.77,43
AIR100345,2025-05-15,Tamil Nadu,Tamil Nadu City 2,Postpaid,1,Slow Internet,Resolved,3.4,3.62,23
AIR100346,2025-06-15,West Bengal,West Bengal City 1,Enterprise,1,Slow Internet,Resolved,12.9,2.73,-3
AIR100347,2025-07-15,Maharashtra,Maharashtra City 2,Postpaid,1,Network Issues,In Progress,5.9,3.53,-1
AIR100348,2025-08-15,Telangana,Telangana City 2,Prepaid,1,Slow Internet,Resolved,24.6,3.1,-7
AIR100349,2025-09-15,Karnataka,Karnataka City 2,Prepaid,0,Slow Internet,No Complaint,13.2,4.08,45
AIR100350,2025-10-15,Karnataka,Karnataka City 1,Prepaid,0,Call Drops,No Complaint,3.9,3.22,24
AIR100351,2025-11-15,Telangana,Telangana City 2,Prepaid,0,Billing Issues,No Complaint,11.7,2.88,-20
AIR100352,2025-12-15,Gujarat,Gujarat City 1,Prepaid,0,Billing Issues,No Complaint,9.2,3.63,-2
AIR100353,2025-02-15,Maharashtra,Maharashtra City 1,Broadband,1,Slow Internet,Resolved,10,3.71,21
AIR100354,2025-03-15,Rajasthan,Rajasthan City 3,Postpaid,1,Billing Issues,In Progress,15.6,2.98,-10
AIR100355,2025-04-15,Uttar Pradesh,Uttar Pradesh City 2,Postpaid,0,Network Issues,No Complaint,29.8,4.21,42
AIR100356,2025-05-15,Gujarat,Gujarat City 3,Prepaid,0,Call Drops,No Complaint,15.4,3.79,16
AIR100357,2025-06-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,1,Network Issues,Pending,8.1,3.65,26
AIR100358,2025-07-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,0,Network Issues,No Complaint,24.2,4.67,65
AIR100359,2025-08-15,Gujarat,Gujarat City 2,Broadband,0,Slow Internet,No Complaint,35.3,3.58,22
AIR100360,2025-09-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Billing Issues,No Complaint,20.4,3.53,8
AIR100361,2025-10-15,Delhi,Delhi City 1,Broadband,1,Call Drops,Resolved,17.3,3.28,-4
AIR100362,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,Broadband,1,Network Issues,Resolved,8.1,3.82,9
AIR100363,2025-12-15,Gujarat,Gujarat City 1,Prepaid,0,Others,No Complaint,18.8,3.17,5
AIR100364,2025-02-15,Gujarat,Gujarat City 2,Prepaid,0,Slow Internet,No Complaint,14.6,3.77,41
AIR100365,2025-03-15,Kerala,Kerala City 2,Postpaid,1,Network Issues,Pending,7.6,3.11,4
AIR100366,2025-04-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Network Issues,No Complaint,8.6,4,22
AIR100367,2025-05-15,West Bengal,West Bengal City 1,Prepaid,1,Call Drops,In Progress,23.1,3.28,-7
AIR100368,2025-06-15,Kerala,Kerala City 3,Prepaid,1,Network Issues,Resolved,27.8,3.69,28
AIR100369,2025-07-15,Kerala,Kerala City 1,Prepaid,0,Others,No Complaint,33.7,2.69,-22
AIR100370,2025-08-15,Telangana,Telangana City 2,Broadband,0,Call Drops,No Complaint,2.5,3.8,22
AIR100371,2025-09-15,Delhi,Delhi City 3,Prepaid,0,Slow Internet,No Complaint,2.8,3.01,7
AIR100372,2025-10-15,Gujarat,Gujarat City 2,Prepaid,0,Call Drops,No Complaint,10.5,2.58,-15
AIR100373,2025-11-15,Delhi,Delhi City 3,Postpaid,0,Network Issues,No Complaint,14,4,41
AIR100374,2025-12-15,Maharashtra,Maharashtra City 1,Postpaid,1,Network Issues,Resolved,23.3,4.03,50
AIR100375,2025-02-15,Telangana,Telangana City 1,Postpaid,0,Slow Internet,No Complaint,26.6,3.18,23
AIR100376,2025-03-15,West Bengal,West Bengal City 1,Broadband,0,Call Drops,No Complaint,24.4,3.78,29
AIR100377,2025-04-15,Delhi,Delhi City 2,Postpaid,1,Network Issues,In Progress,19.2,3.54,11
AIR100378,2025-05-15,Karnataka,Karnataka City 3,Postpaid,0,Billing Issues,No Complaint,11.3,3.79,21
AIR100379,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Network Issues,No Complaint,15.8,3.59,19
AIR100380,2025-07-15,Maharashtra,Maharashtra City 3,Postpaid,0,Others,No Complaint,23.6,3.02,-6
AIR100381,2025-08-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Slow Internet,No Complaint,10.4,3.52,4
AIR100382,2025-09-15,West Bengal,West Bengal City 2,Broadband,1,Others,In Progress,39.6,3.71,32
AIR100383,2025-10-15,Maharashtra,Maharashtra City 1,Enterprise,0,Slow Internet,No Complaint,18.5,3.95,31
AIR100384,2025-11-15,Uttar Pradesh,Uttar Pradesh City 2,Postpaid,0,Slow Internet,No Complaint,2.2,3,-14
AIR100385,2025-12-15,Telangana,Telangana City 1,Postpaid,0,Slow Internet,No Complaint,22.6,3.43,29
AIR100386,2025-02-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,1,Call Drops,Resolved,20.3,4.09,59
AIR100387,2025-03-15,Kerala,Kerala City 2,Prepaid,0,Slow Internet,No Complaint,6.7,3.81,53
AIR100388,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,Prepaid,0,Network Issues,No Complaint,9.1,3.43,10
AIR100389,2025-05-15,Kerala,Kerala City 1,Prepaid,0,Billing Issues,No Complaint,6.9,3.04,9
AIR100390,2025-06-15,Telangana,Telangana City 3,Prepaid,1,Slow Internet,Resolved,36.3,3.05,9
AIR100391,2025-07-15,Rajasthan,Rajasthan City 3,Prepaid,0,Network Issues,No Complaint,32.6,3.14,-3
AIR100392,2025-08-15,Kerala,Kerala City 1,Postpaid,1,Network Issues,Resolved,19.1,3.46,6
AIR100393,2025-09-15,Tamil Nadu,Tamil Nadu City 2,Postpaid,0,Slow Internet,No Complaint,26.5,4.24,45
AIR100394,2025-10-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,0,Network Issues,No Complaint,5.3,2.93,1
AIR100395,2025-11-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,0,Slow Internet,No Complaint,9.7,3.35,17
AIR100396,2025-12-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Network Issues,No Complaint,12.8,3.25,12
AIR100397,2025-02-15,Karnataka,Karnataka City 3,Enterprise,0,Call Drops,No Complaint,36.7,3.87,24
AIR100398,2025-03-15,Gujarat,Gujarat City 3,Prepaid,0,Network Issues,No Complaint,34.2,3.31,12
AIR100399,2025-04-15,Rajasthan,Rajasthan City 3,Broadband,0,Call Drops,No Complaint,43.6,3.58,28
AIR100400,2025-05-15,West Bengal,West Bengal City 2,Prepaid,0,Network Issues,No Complaint,21.7,2.57,-11
AIR100401,2025-06-15,Kerala,Kerala City 3,Postpaid,0,Slow Internet,No Complaint,12.2,3.68,12
AIR100402,2025-07-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,0,Slow Internet,No Complaint,6.1,3.03,1
AIR100403,2025-08-15,Telangana,Telangana City 3,Prepaid,0,Others,No Complaint,3.9,3.48,16
AIR100404,2025-09-15,Kerala,Kerala City 1,Prepaid,0,Slow Internet,No Complaint,23.7,3.89,40
AIR100405,2025-10-15,Gujarat,Gujarat City 3,Postpaid,1,Billing Issues,Resolved,3.9,3.1,2
AIR100406,2025-11-15,Telangana,Telangana City 1,Prepaid,0,Billing Issues,No Complaint,28.4,3.6,12
AIR100407,2025-12-15,Maharashtra,Maharashtra City 1,Postpaid,0,Slow Internet,No Complaint,17.9,2.98,3
AIR100408,2025-02-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Network Issues,No Complaint,23.4,4.1,38
AIR100409,2025-03-15,Maharashtra,Maharashtra City 2,Prepaid,0,Call Drops,No Complaint,11,3.23,14
AIR100410,2025-04-15,Kerala,Kerala City 1,Broadband,1,Call Drops,Resolved,9.5,3.33,10
AIR100411,2025-05-15,Gujarat,Gujarat City 3,Broadband,0,Network Issues,No Complaint,16.4,3.14,-2
AIR100412,2025-06-15,Rajasthan,Rajasthan City 2,Postpaid,0,Others,No Complaint,7.2,3.99,41
AIR100413,2025-07-15,Kerala,Kerala City 1,Prepaid,0,Call Drops,No Complaint,23.9,3.96,28
AIR100414,2025-08-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,1,Network Issues,Resolved,12.4,2.99,12
AIR100415,2025-09-15,Delhi,Delhi City 2,Enterprise,1,Call Drops,Resolved,4.8,3.68,39
AIR100416,2025-10-15,Kerala,Kerala City 2,Prepaid,0,Slow Internet,No Complaint,4.4,3.36,15
AIR100417,2025-11-15,Uttar Pradesh,Uttar Pradesh City 3,Broadband,0,Network Issues,No Complaint,20.9,4.1,39
AIR100418,2025-12-15,Uttar Pradesh,Uttar Pradesh City 1,Prepaid,0,Network Issues,No Complaint,4.4,3.26,5
AIR100419,2025-02-15,Kerala,Kerala City 2,Enterprise,0,Slow Internet,No Complaint,19.6,3.68,29
AIR100420,2025-03-15,Telangana,Telangana City 2,Prepaid,1,Slow Internet,Pending,21.9,3.16,-7
AIR100421,2025-04-15,Delhi,Delhi City 2,Prepaid,0,Billing Issues,No Complaint,36.1,3.23,31
AIR100422,2025-05-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Call Drops,No Complaint,14.3,3.32,26
AIR100423,2025-06-15,Kerala,Kerala City 2,Enterprise,0,Call Drops,No Complaint,13.9,3.1,1
AIR100424,2025-07-15,Telangana,Telangana City 2,Enterprise,0,Slow Internet,No Complaint,5.8,3.27,8
AIR100425,2025-08-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,0,Network Issues,No Complaint,9.4,3.67,31
AIR100426,2025-09-15,Uttar Pradesh,Uttar Pradesh City 1,Postpaid,1,Call Drops,Resolved,14.8,3.45,15
AIR100427,2025-10-15,Gujarat,Gujarat City 3,Postpaid,1,Slow Internet,Resolved,9.7,3.95,39
AIR100428,2025-11-15,Kerala,Kerala City 1,Postpaid,0,Network Issues,No Complaint,25.9,2.84,-15
AIR100429,2025-12-15,Delhi,Delhi City 1,Broadband,0,Network Issues,No Complaint,2.8,4.01,45
AIR100430,2025-02-15,Karnataka,Karnataka City 1,Postpaid,0,Slow Internet,No Complaint,15,3.45,19
AIR100431,2025-03-15,Delhi,Delhi City 3,Postpaid,0,Slow Internet,No Complaint,44,2.57,-14
AIR100432,2025-04-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,0,Call Drops,No Complaint,27.8,2.84,-3
AIR100433,2025-05-15,Uttar Pradesh,Uttar Pradesh City 3,Postpaid,1,Call Drops,Resolved,26.7,2.72,-26
AIR100434,2025-06-15,Maharashtra,Maharashtra City 3,Broadband,1,Others,In Progress,18,3.33,11
AIR100435,2025-07-15,Uttar Pradesh,Uttar Pradesh City 2,Prepaid,0,Network Issues,No Complaint,5.7,4.14,46
AIR100436,2025-08-15,Tamil Nadu,Tamil Nadu City 2,Prepaid,1,Network Issues,Resolved,8.3,3.55,11
AIR100437,2025-09-15,West Bengal,West Bengal City 2,Postpaid,1,Slow Internet,Resolved,28.4,3.8,27
AIR100438,2025-10-15,Kerala,Kerala City 1,Prepaid,0,Network Issues,No Complaint,4.9,4.04,26
AIR100439,2025-11-15,Delhi,Delhi City 2,Postpaid,0,Slow Internet,No Complaint,37.4,2.96,-3
AIR100440,2025-12-15,West Bengal,West Bengal City 1,Broadband,1,Network Issues,In Progress,16.7,2.97,-11
AIR100441,2025-02-15,Telangana,Telangana City 3,Postpaid,1,Network Issues,Resolved,36.2,3.04,-2
AIR100442,2025-03-15,Karnataka,Karnataka City 1,Broadband,0,Slow Internet,No Complaint,43.7,2.87,-3
AIR100443,2025-04-15,Tamil Nadu,Tamil Nadu City 1,Prepaid,0,Network Issues,No Complaint,17.4,3.68,25
AIR100444,2025-05-15,Delhi,Delhi City 2,Broadband,1,Slow Internet,Resolved,23,3.81,14
AIR100445,2025-06-15,West Bengal,West Bengal City 3,Postpaid,0,Slow Internet,No Complaint,8.7,3.95,48
AIR100446,2025-07-15,Karnataka,Karnataka City 3,Prepaid,1,Slow Internet,Pending,16.4,3.73,32
AIR100447,2025-08-15,Maharashtra,Maharashtra City 2,Postpaid,0,Network Issues,No Complaint,15.1,4.5,38
AIR100448,2025-09-15,Tamil Nadu,Tamil Nadu City 3,Enterprise,1,Slow Internet,Resolved,48.7,4,37
AIR100449,2025-10-15,Tamil Nadu,Tamil Nadu City 3,Prepaid,0,Call Drops,No Complaint,15.4,3.61,4
AIR100450,2025-11-15,Maharashtra,Maharashtra City 3,Postpaid,0,Call Drops,No Complaint,10.9,4.02,33
AIR100451,2025-12-15,Kerala,Kerala City 2,Broadband,0,Network Issues,No Complaint,25.1,3.58,38
AIR100452,2025-02-15,Maharashtra,Maharashtra City 3,Prepaid,0,Network Issues,No Complaint,5.1,3.5,31
AIR100453,2025-03-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Network Issues,No Complaint,11.4,3.62,20
AIR100454,2025-04-15,Tamil Nadu,Tamil Nadu City 1,Postpaid,0,Call Drops,No Complaint,5.3,3.52,22
AIR100455,2025-05-15,West Bengal,West Bengal City 3,Prepaid,0,Call Drops,No Complaint,31.1,3.23,3
AIR100456,2025-06-15,Uttar Pradesh,Uttar Pradesh City 2,Postpaid,0,Slow Internet,No Complaint,23.9,3.79,35
AIR100457,2025-07-15,Karnataka,Karnataka City 2,Prepaid,0,Call Drops,No Complaint,8.1,3.6,29
AIR100458,2025-08-15,Maharashtra,Maharashtra City 2,Postpaid,1,Call Drops,Resolved,3.3,4.09,69
