Customer_ID,Join_Date,State,City,Network_Type,Customer_Segment,Tenure_Years
AIR100332,2022-06-25,Telangana,Telangana City 1,5G,Broadband,2.7
AIR100333,2022-04-25,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,3
AIR100334,2024-01-08,Telangana,Telangana City 2,4G,Prepaid,1.3
AIR100335,2023-11-18,Uttar Pradesh,Uttar Pradesh City 1,4G,Broadband,1.6
AIR100336,2021-07-02,Maharashtra,Maharashtra City 3,4G,Prepaid,4
AIR100337,2019-05-09,Karnataka,Karnataka City 1,5G,Prepaid,6.3
AIR100338,2020-01-14,Rajasthan,Rajasthan City 1,4G,Prepaid,5.7
AIR100339,2022-09-07,West Bengal,West Bengal City 1,4G,Postpaid,3.1
AIR100340,2020-04-08,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,5.6
AIR100341,2023-07-11,Telangana,Telangana City 2,5G,Postpaid,2.4
AIR100342,2020-06-30,Rajasthan,Rajasthan City 3,4G,Enterprise,4.6
AIR100343,2020-02-13,Delhi,Delhi City 2,4G,Prepaid,5.1
AIR100344,2020-09-09,Delhi,Delhi City 1,5G,Prepaid,4.6
AIR100345,2021-01-30,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,4.3
AIR100346,2021-09-28,West Bengal,West Bengal City 1,4G,Enterprise,3.7
AIR100347,2022-03-31,Maharashtra,Maharashtra City 2,4G,Postpaid,3.3
AIR100348,2025-01-03,Telangana,Telangana City 2,4G,Prepaid,0.6
AIR100349,2022-12-06,Karnataka,Karnataka City 2,4G,Prepaid,2.8
AIR100350,2019-09-13,Karnataka,Karnataka City 1,4G,Prepaid,6.1
AIR100351,2023-06-15,Telangana,Telangana City 2,4G,Prepaid,2.4
AIR100352,2023-10-20,Gujarat,Gujarat City 1,4G,Prepaid,2.2
AIR100353,2020-10-12,Maharashtra,Maharashtra City 1,4G,Broadband,4.3
AIR100354,2023-09-09,Rajasthan,Rajasthan City 3,4G,Postpaid,1.5
AIR100355,2022-08-07,Uttar Pradesh,Uttar Pradesh City 2,5G,Postpaid,2.7
AIR100356,2019-03-17,Gujarat,Gujarat City 3,4G,Prepaid,6.2
AIR100357,2020-05-19,Uttar Pradesh,Uttar Pradesh City 3,5G,Prepaid,5.1
AIR100358,2024-06-15,Uttar Pradesh,Uttar Pradesh City 1,5G,Postpaid,1.1
AIR100359,2020-10-23,Gujarat,Gujarat City 2,4G,Broadband,4.8
AIR100360,2021-10-12,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,3.9
AIR100361,2024-07-16,Delhi,Delhi City 1,4G,Broadband,1.2
AIR100362,2022-11-17,Uttar Pradesh,Uttar Pradesh City 2,5G,Broadband,3
AIR100363,2022-05-07,Gujarat,Gujarat City 1,4G,Prepaid,3.6
AIR100364,2019-08-28,Gujarat,Gujarat City 2,5G,Prepaid,5.5
AIR100365,2024-05-11,Kerala,Kerala City 2,4G,Postpaid,0.8
AIR100366,2023-11-13,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,1.4
AIR100367,2024-10-14,West Bengal,West Bengal City 1,4G,Prepaid,0.6
AIR100368,2023-07-27,Kerala,Kerala City 3,5G,Prepaid,1.9
AIR100369,2019-06-14,Kerala,Kerala City 1,4G,Prepaid,6.1
AIR100370,2021-08-11,Telangana,Telangana City 2,4G,Broadband,4
AIR100371,2019-03-04,Delhi,Delhi City 3,4G,Prepaid,6.5
AIR100372,2019-02-20,Gujarat,Gujarat City 2,4G,Prepaid,6.7
AIR100373,2024-09-21,Delhi,Delhi City 3,4G,Postpaid,1.1
AIR100374,2022-09-06,Maharashtra,Maharashtra City 1,5G,Postpaid,3.3
AIR100375,2022-04-29,Telangana,Telangana City 1,4G,Postpaid,2.8
AIR100376,2020-10-31,West Bengal,West Bengal City 1,5G,Broadband,4.4
AIR100377,2024-11-07,Delhi,Delhi City 2,4G,Postpaid,0.4
AIR100378,2022-12-16,Karnataka,Karnataka City 3,5G,Postpaid,2.4
AIR100379,2020-09-07,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,4.8
AIR100380,2020-07-16,Maharashtra,Maharashtra City 3,4G,Postpaid,5
AIR100381,2022-02-04,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,3.5
AIR100382,2023-03-15,West Bengal,West Bengal City 2,4G,Broadband,2.5
AIR100383,2022-06-13,Maharashtra,Maharashtra City 1,4G,Enterprise,3.3
AIR100384,2023-03-02,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,2.7
AIR100385,2019-12-22,Telangana,Telangana City 1,4G,Postpaid,6
AIR100386,2021-02-05,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,4
AIR100387,2019-10-31,Kerala,Kerala City 2,5G,Prepaid,5.4
AIR100388,2024-03-09,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,1.1
AIR100389,2023-02-24,Kerala,Kerala City 1,4G,Prepaid,2.2
AIR100390,2020-08-06,Telangana,Telangana City 3,4G,Prepaid,4.9
AIR100391,2020-01-02,Rajasthan,Rajasthan City 3,4G,Prepaid,5.5
AIR100392,2023-07-24,Kerala,Kerala City 1,4G,Postpaid,2.1
AIR100393,2024-08-08,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,1.1
AIR100394,2020-04-03,Uttar Pradesh,Uttar Pradesh City 3,5G,Postpaid,5.5
AIR100395,2019-04-30,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,6.5
AIR100396,2023-07-28,Tamil Nadu,Tamil Nadu City 2,5G,Prepaid,2.4
AIR100397,2023-02-10,Karnataka,Karnataka City 3,4G,Enterprise,2
AIR100398,2019-12-30,Gujarat,Gujarat City 3,5G,Prepaid,5.2
AIR100399,2023-01-09,Rajasthan,Rajasthan City 3,4G,Broadband,2.3
AIR100400,2024-05-22,West Bengal,West Bengal City 2,4G,Prepaid,1
AIR100401,2021-05-01,Kerala,Kerala City 3,4G,Postpaid,4.1
AIR100402,2021-08-07,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,3.9
AIR100403,2024-04-13,Telangana,Telangana City 3,4G,Prepaid,1.3
AIR100404,2024-04-27,Kerala,Kerala City 1,4G,Prepaid,1.4
AIR100405,2021-02-02,Gujarat,Gujarat City 3,4G,Postpaid,4.7
AIR100406,2022-03-26,Telangana,Telangana City 1,4G,Prepaid,3.6
AIR100407,2023-06-18,Maharashtra,Maharashtra City 1,4G,Postpaid,2.5
AIR100408,2021-06-20,Uttar Pradesh,Uttar Pradesh City 1,5G,Prepaid,3.7
AIR100409,2023-02-27,Maharashtra,Maharashtra City 2,4G,Prepaid,2
AIR100410,2024-02-13,Kerala,Kerala City 1,4G,Broadband,1.2
AIR100411,2022-11-11,Gujarat,Gujarat City 3,4G,Broadband,2.5
AIR100412,2021-01-11,Rajasthan,Rajasthan City 2,5G,Postpaid,4.4
AIR100413,2023-08-21,Kerala,Kerala City 1,5G,Prepaid,1.9
AIR100414,2024-10-30,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,0.8
AIR100415,2022-09-27,Delhi,Delhi City 2,4G,Enterprise,3
AIR100416,2019-07-15,Kerala,Kerala City 2,4G,Prepaid,6.3
AIR100417,2024-10-08,Uttar Pradesh,Uttar Pradesh City 3,5G,Broadband,1.1
AIR100418,2019-05-31,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,6.5
AIR100419,2021-12-20,Kerala,Kerala City 2,4G,Enterprise,3.2
AIR100420,2023-07-29,Telangana,Telangana City 2,4G,Prepaid,1.6
AIR100421,2020-03-03,Delhi,Delhi City 2,4G,Prepaid,5.1
AIR100422,2019-11-27,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,5.5
AIR100423,2021-06-08,Kerala,Kerala City 2,4G,Enterprise,4
AIR100424,2021-08-12,Telangana,Telangana City 2,4G,Enterprise,3.9
AIR100425,2019-12-20,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,5.7
AIR100426,2024-08-06,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,1.1
AIR100427,2023-03-30,Gujarat,Gujarat City 3,4G,Postpaid,2.5
AIR100428,2021-07-03,Kerala,Kerala City 1,4G,Postpaid,4.4
AIR100429,2023-03-30,Delhi,Delhi City 1,5G,Broadband,2.7
AIR100430,2024-08-17,Karnataka,Karnataka City 1,4G,Postpaid,0.5
AIR100431,2023-04-25,Delhi,Delhi City 3,4G,Postpaid,1.9
AIR100432,2021-07-12,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,3.8
AIR100433,2023-07-17,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,1.8
AIR100434,2024-01-27,Maharashtra,Maharashtra City 3,4G,Broadband,1.4
AIR100435,2022-05-11,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,3.2
AIR100436,2023-07-22,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,2.1
AIR100437,2019-12-30,West Bengal,West Bengal City 2,4G,Postpaid,5.7
AIR100438,2024-05-01,Kerala,Kerala City 1,4G,Prepaid,1.5
AIR100439,2022-12-19,Delhi,Delhi City 2,4G,Postpaid,2.9
AIR100440,2020-10-19,West Bengal,West Bengal City 1,4G,Broadband,5.2
AIR100441,2023-02-01,Telangana,Telangana City 3,4G,Postpaid,2
AIR100442,2022-06-28,Karnataka,Karnataka City 1,4G,Broadband,2.7
AIR100443,2022-12-16,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,2.3
AIR100444,2021-01-01,Delhi,Delhi City 2,4G,Broadband,4.4
AIR100445,2024-08-04,West Bengal,West Bengal City 3,4G,Postpaid,0.9
AIR100446,2024-02-27,Karnataka,Karnataka City 3,4G,Prepaid,1.4
AIR100447,2022-06-05,Maharashtra,Maharashtra City 2,5G,Postpaid,3.2
AIR100448,2024-12-05,Tamil Nadu,Tamil Nadu City 3,5G,Enterprise,0.8
AIR100449,2021-10-06,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,4
AIR100450,2022-07-14,Maharashtra,Maharashtra City 3,4G,Postpaid,3.3
AIR100451,2022-04-06,Kerala,Kerala City 2,4G,Broadband,3.7
AIR100452,2023-09-25,Maharashtra,Maharashtra City 3,4G,Prepaid,1.4
AIR100453,2020-11-26,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,4.3
AIR100454,2020-06-05,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,4.9
AIR100455,2022-09-12,West Bengal,West Bengal City 3,5G,Prepaid,2.7
AIR100456,2022-10-14,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,2.7
AIR100457,2024-01-22,Karnataka,Karnataka City 2,4G,Prepaid,1.5
AIR100458,2023-09-25,Maharashtra,Maharashtra City 2,5G,Postpaid,1.9
AIR100459,2022-01-25,Karnataka,Karnataka City 3,4G,Prepaid,3.6
AIR100460,2020-10-14,Maharashtra,Maharashtra City 3,5G,Prepaid,5
AIR100461,2021-01-28,Telangana,Telangana City 1,4G,Postpaid,4.8
AIR100462,2022-07-03,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,3.5
AIR100463,2020-03-17,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,4.9
AIR100464,2020-02-13,West Bengal,West Bengal City 1,4G,Broadband,5.1
AIR100465,2021-03-20,Uttar Pradesh,Uttar Pradesh City 2,4G,Broadband,4.1
AIR100466,2024-11-02,Uttar Pradesh,Uttar Pradesh City 3,4G,Broadband,0.5
AIR100467,2020-11-27,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.5
AIR100468,2019-04-08,Karnataka,Karnataka City 1,4G,Broadband,6.3
AIR100469,2024-01-28,Maharashtra,Maharashtra City 1,4G,Broadband,1.5
AIR100470,2020-06-25,Rajasthan,Rajasthan City 1,4G,Prepaid,5.2
AIR100471,2023-03-07,Telangana,Telangana City 1,5G,Prepaid,2.6
AIR100472,2019-07-10,Delhi,Delhi City 2,4G,Prepaid,6.4
AIR100473,2024-02-17,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,1.8
AIR100474,2019-09-15,Kerala,Kerala City 1,5G,Broadband,5.4
AIR100475,2019-06-04,Karnataka,Karnataka City 3,5G,Postpaid,5.8
AIR100476,2023-02-19,West Bengal,West Bengal City 3,4G,Postpaid,2.2
AIR100477,2019-03-15,Delhi,Delhi City 3,5G,Prepaid,6.2
AIR100478,2019-01-24,Rajasthan,Rajasthan City 2,4G,Prepaid,6.4
AIR100479,2023-10-08,Kerala,Kerala City 2,4G,Postpaid,1.8
AIR100480,2023-08-09,Rajasthan,Rajasthan City 3,4G,Enterprise,2
AIR100481,2024-09-22,Delhi,Delhi City 3,4G,Prepaid,1
AIR100482,2021-11-26,Uttar Pradesh,Uttar Pradesh City 1,5G,Broadband,3.9
AIR100483,2023-02-06,Kerala,Kerala City 1,5G,Prepaid,2.8
AIR100484,2020-04-05,Rajasthan,Rajasthan City 2,5G,Postpaid,5.7
AIR100485,2022-04-07,West Bengal,West Bengal City 2,5G,Postpaid,2.9
AIR100486,2024-10-18,Maharashtra,Maharashtra City 1,4G,Broadband,0.4
AIR100487,2023-05-26,Tamil Nadu,Tamil Nadu City 3,5G,Prepaid,1.9
AIR100488,2021-07-02,Maharashtra,Maharashtra City 1,5G,Prepaid,3.9
AIR100489,2023-10-09,Delhi,Delhi City 2,5G,Prepaid,1.7
AIR100490,2019-03-13,Karnataka,Karnataka City 2,5G,Broadband,6.3
AIR100491,2021-04-07,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,4.4
AIR100492,2019-06-26,Telangana,Telangana City 1,4G,Prepaid,6.2
AIR100493,2020-12-07,West Bengal,West Bengal City 1,5G,Postpaid,4.9
AIR100494,2024-04-12,Telangana,Telangana City 2,5G,Postpaid,1.6
AIR100495,2021-06-02,Kerala,Kerala City 3,5G,Broadband,4.5
AIR100496,2022-03-23,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,2.9
AIR100497,2019-06-03,Telangana,Telangana City 2,4G,Postpaid,5.8
AIR100498,2019-01-30,Telangana,Telangana City 2,5G,Broadband,6.2
AIR100499,2021-11-16,Rajasthan,Rajasthan City 2,4G,Postpaid,3.5
AIR100500,2021-09-02,Maharashtra,Maharashtra City 1,4G,Prepaid,3.8
AIR100501,2020-11-21,Rajasthan,Rajasthan City 1,4G,Broadband,4.6
AIR100502,2024-02-18,Tamil Nadu,Tamil Nadu City 3,4G,Postpaid,1.5
AIR100503,2024-11-15,Tamil Nadu,Tamil Nadu City 2,4G,Prepaid,0.8
AIR100504,2019-08-25,Delhi,Delhi City 1,4G,Postpaid,6.1
AIR100505,2024-12-25,Rajasthan,Rajasthan City 2,4G,Prepaid,0.9
AIR100506,2020-09-21,Gujarat,Gujarat City 2,4G,Prepaid,5.2
AIR100507,2020-09-09,Maharashtra,Maharashtra City 3,4G,Postpaid,4.4
AIR100508,2023-04-21,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,1.9
AIR100509,2023-06-28,Delhi,Delhi City 1,4G,Postpaid,1.8
AIR100510,2019-12-26,Rajasthan,Rajasthan City 2,4G,Prepaid,5.4
AIR100511,2020-08-04,Maharashtra,Maharashtra City 2,4G,Enterprise,4.9
AIR100512,2023-10-23,Rajasthan,Rajasthan City 3,5G,Prepaid,1.7
AIR100513,2020-08-23,Telangana,Telangana City 3,4G,Prepaid,5
AIR100514,2021-09-05,Delhi,Delhi City 3,4G,Prepaid,4
AIR100515,2024-06-20,Maharashtra,Maharashtra City 3,5G,Prepaid,1.3
AIR100516,2020-05-29,Uttar Pradesh,Uttar Pradesh City 3,4G,Prepaid,5.5
AIR100517,2024-05-23,Kerala,Kerala City 3,5G,Postpaid,1.6
AIR100518,2021-03-20,Kerala,Kerala City 2,5G,Broadband,3.9
AIR100519,2024-06-20,Maharashtra,Maharashtra City 3,4G,Enterprise,0.7
AIR100520,2022-12-17,Rajasthan,Rajasthan City 2,4G,Broadband,2.3
AIR100521,2020-04-13,Delhi,Delhi City 2,4G,Postpaid,5.1
AIR100522,2020-09-21,Kerala,Kerala City 1,4G,Postpaid,4.7
AIR100523,2019-04-24,Delhi,Delhi City 2,4G,Broadband,6.2
AIR100524,2022-05-10,Kerala,Kerala City 2,4G,Postpaid,3.3
AIR100525,2022-10-19,Telangana,Telangana City 3,5G,Postpaid,2.9
AIR100526,2019-09-04,Rajasthan,Rajasthan City 2,4G,Postpaid,6.1
AIR100527,2023-06-05,Telangana,Telangana City 3,4G,Prepaid,2.4
AIR100528,2020-06-28,Kerala,Kerala City 3,4G,Postpaid,5.5
AIR100529,2023-06-26,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,1.6
AIR100530,2022-07-24,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,2.6
AIR100531,2023-03-03,Telangana,Telangana City 3,4G,Prepaid,2.1
AIR100532,2020-12-18,Uttar Pradesh,Uttar Pradesh City 2,4G,Postpaid,4.4
AIR100533,2021-02-16,Kerala,Kerala City 3,5G,Broadband,4.3
AIR100534,2019-02-21,Maharashtra,Maharashtra City 3,4G,Enterprise,6.4
AIR100535,2024-07-04,Telangana,Telangana City 3,4G,Prepaid,1.1
AIR100536,2021-08-26,Karnataka,Karnataka City 1,4G,Prepaid,4.1
AIR100537,2023-10-01,Rajasthan,Rajasthan City 2,4G,Postpaid,2
AIR100538,2020-08-22,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,5.2
AIR100539,2019-06-20,Uttar Pradesh,Uttar Pradesh City 2,5G,Prepaid,6.5
AIR100540,2023-07-17,Tamil Nadu,Tamil Nadu City 1,5G,Prepaid,1.6
AIR100541,2021-12-23,Gujarat,Gujarat City 2,4G,Broadband,3.2
AIR100542,2020-03-30,Telangana,Telangana City 1,4G,Postpaid,5
AIR100543,2020-12-27,West Bengal,West Bengal City 3,4G,Postpaid,4.4
AIR100544,2022-12-03,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,2.5
AIR100545,2021-06-05,Rajasthan,Rajasthan City 1,4G,Postpaid,4.1
AIR100546,2025-01-06,Karnataka,Karnataka City 3,4G,Prepaid,0.6
AIR100547,2023-03-06,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,2.5
AIR100548,2020-09-27,Karnataka,Karnataka City 2,4G,Prepaid,5
AIR100549,2023-04-21,Kerala,Kerala City 2,5G,Postpaid,2.6
AIR100550,2024-09-13,Kerala,Kerala City 2,5G,Prepaid,1.3
AIR100551,2019-06-24,Gujarat,Gujarat City 1,4G,Postpaid,5.6
AIR100552,2021-11-22,Maharashtra,Maharashtra City 2,4G,Postpaid,3.3
AIR100553,2023-10-15,West Bengal,West Bengal City 1,5G,Prepaid,1.5
AIR100554,2020-07-21,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,4.8
AIR100555,2019-11-19,Gujarat,Gujarat City 2,5G,Prepaid,5.6
AIR100556,2024-08-22,Delhi,Delhi City 2,4G,Postpaid,0.9
AIR100557,2024-09-28,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,0.9
AIR100558,2023-11-19,Telangana,Telangana City 3,4G,Prepaid,1.8
AIR100559,2024-11-13,Rajasthan,Rajasthan City 3,5G,Postpaid,0.9
AIR100560,2019-12-09,Delhi,Delhi City 1,4G,Postpaid,5.9
AIR100561,2023-01-14,Delhi,Delhi City 2,4G,Prepaid,2.9
AIR100562,2022-02-22,Gujarat,Gujarat City 1,4G,Postpaid,3
AIR100563,2019-01-07,Maharashtra,Maharashtra City 1,5G,Broadband,6.2
AIR100564,2019-11-26,Gujarat,Gujarat City 2,5G,Broadband,5.4
AIR100565,2019-03-24,Telangana,Telangana City 3,5G,Prepaid,6.1
AIR100566,2023-04-09,Uttar Pradesh,Uttar Pradesh City 1,5G,Broadband,2.2
AIR100567,2020-06-10,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,5.1
AIR100568,2022-02-10,Maharashtra,Maharashtra City 3,4G,Enterprise,3.5
AIR100569,2021-06-08,Telangana,Telangana City 2,4G,Postpaid,4.3
AIR100570,2021-01-31,Maharashtra,Maharashtra City 1,4G,Postpaid,4.7
AIR100571,2021-10-20,Karnataka,Karnataka City 1,5G,Postpaid,4.1
AIR100572,2023-08-08,Uttar Pradesh,Uttar Pradesh City 3,5G,Postpaid,2.4
AIR100573,2024-08-28,Delhi,Delhi City 3,4G,Postpaid,0.5
AIR100574,2024-08-18,West Bengal,West Bengal City 2,4G,Prepaid,0.6
AIR100575,2024-01-30,Rajasthan,Rajasthan City 3,5G,Prepaid,1.2
AIR100576,2021-11-27,Telangana,Telangana City 2,4G,Prepaid,3.5
AIR100577,2021-06-22,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,4
AIR100578,2019-05-14,Maharashtra,Maharashtra City 2,4G,Postpaid,6.2
AIR100579,2024-05-22,Rajasthan,Rajasthan City 3,4G,Postpaid,1.2
AIR100580,2022-01-30,Tamil Nadu,Tamil Nadu City 1,4G,Postpaid,3.6
AIR100581,2024-05-18,Rajasthan,Rajasthan City 2,4G,Prepaid,1.4
AIR100582,2022-03-18,West Bengal,West Bengal City 1,4G,Prepaid,3.7
AIR100583,2024-08-01,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,1.4
AIR100584,2019-04-03,Gujarat,Gujarat City 3,4G,Enterprise,5.9
AIR100585,2021-02-12,Kerala,Kerala City 3,4G,Prepaid,4.1
AIR100586,2019-07-07,Gujarat,Gujarat City 1,5G,Prepaid,5.8
AIR100587,2024-12-23,Uttar Pradesh,Uttar Pradesh City 1,4G,Prepaid,0.4
AIR100588,2019-06-15,Kerala,Kerala City 1,4G,Prepaid,6
AIR100589,2019-09-02,Gujarat,Gujarat City 2,5G,Prepaid,5.9
AIR100590,2022-04-21,Kerala,Kerala City 3,4G,Postpaid,3.3
AIR100591,2021-10-29,Kerala,Kerala City 1,5G,Prepaid,3.9
AIR100592,2022-12-30,Delhi,Delhi City 1,4G,Prepaid,2.8
AIR100593,2022-03-25,Maharashtra,Maharashtra City 1,4G,Postpaid,3.6
AIR100594,2021-04-09,Maharashtra,Maharashtra City 2,4G,Enterprise,4.7
AIR100595,2024-12-01,Delhi,Delhi City 1,4G,Prepaid,0.2
AIR100596,2023-11-14,Rajasthan,Rajasthan City 1,5G,Postpaid,1.3
AIR100597,2020-03-12,Karnataka,Karnataka City 2,4G,Prepaid,5.1
AIR100598,2023-12-16,Rajasthan,Rajasthan City 2,5G,Broadband,1.4
AIR100599,2023-12-30,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,1.5
AIR100600,2021-03-04,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,4.4
AIR100601,2019-06-22,Kerala,Kerala City 2,5G,Prepaid,6.1
AIR100602,2022-07-04,Gujarat,Gujarat City 3,4G,Postpaid,3.2
AIR100603,2023-10-05,Gujarat,Gujarat City 2,4G,Postpaid,2
AIR100604,2020-03-25,Maharashtra,Maharashtra City 3,5G,Prepaid,5.6
AIR100605,2024-05-08,Telangana,Telangana City 1,4G,Prepaid,1.6
AIR100606,2024-10-25,Rajasthan,Rajasthan City 1,4G,Postpaid,0.3
AIR100607,2020-09-06,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,4.5
AIR100608,2019-08-14,West Bengal,West Bengal City 2,4G,Prepaid,5.7
AIR100609,2021-01-08,Gujarat,Gujarat City 1,4G,Postpaid,4.3
AIR100610,2023-06-20,West Bengal,West Bengal City 3,4G,Prepaid,2
AIR100611,2021-07-29,Kerala,Kerala City 2,4G,Prepaid,4
AIR100612,2019-03-17,West Bengal,West Bengal City 3,4G,Postpaid,6.4
AIR100613,2019-03-10,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,6.5
AIR100614,2024-02-18,Delhi,Delhi City 2,4G,Prepaid,1.7
AIR100615,2021-05-19,Uttar Pradesh,Uttar Pradesh City 2,4G,Prepaid,4.5
AIR100616,2022-10-25,West Bengal,West Bengal City 2,5G,Postpaid,3.1
AIR100617,2024-01-12,Uttar Pradesh,Uttar Pradesh City 3,4G,Postpaid,1.1
AIR100618,2024-10-16,Karnataka,Karnataka City 3,4G,Enterprise,0.4
AIR100619,2020-01-12,Kerala,Kerala City 3,4G,Prepaid,5.3
AIR100620,2022-11-09,Rajasthan,Rajasthan City 3,4G,Postpaid,2.5
AIR100621,2024-04-25,Delhi,Delhi City 3,4G,Prepaid,1.1
AIR100622,2019-07-24,Gujarat,Gujarat City 2,5G,Postpaid,6
AIR100623,2021-01-14,Tamil Nadu,Tamil Nadu City 1,5G,Postpaid,4.6
AIR100624,2024-01-27,Rajasthan,Rajasthan City 1,5G,Prepaid,1.6
AIR100625,2023-03-30,Tamil Nadu,Tamil Nadu City 3,5G,Postpaid,2.5
AIR100626,2019-11-21,Kerala,Kerala City 3,4G,Prepaid,6
AIR100627,2020-11-11,Delhi,Delhi City 1,4G,Prepaid,5.1
AIR100628,2020-11-01,Maharashtra,Maharashtra City 2,5G,Prepaid,4.3
AIR100629,2023-09-24,Gujarat,Gujarat City 3,5G,Postpaid,1.5
AIR100630,2024-02-24,Karnataka,Karnataka City 2,5G,Postpaid,1.1
AIR100631,2024-05-22,Maharashtra,Maharashtra City 1,5G,Prepaid,1
AIR100632,2023-08-31,Kerala,Kerala City 1,5G,Prepaid,1.8
AIR100633,2022-06-10,Rajasthan,Rajasthan City 3,4G,Prepaid,3.1
AIR100634,2020-03-21,Karnataka,Karnataka City 2,5G,Prepaid,5.4
AIR100635,2019-02-23,Uttar Pradesh,Uttar Pradesh City 3,5G,Postpaid,6.6
AIR100636,2020-11-22,West Bengal,West Bengal City 1,5G,Postpaid,4.9
AIR100637,2024-05-24,Karnataka,Karnataka City 2,4G,Prepaid,1.5
AIR100638,2019-01-04,Kerala,Kerala City 3,5G,Prepaid,6.9
AIR100639,2019-09-14,Telangana,Telangana City 3,5G,Broadband,5.4
AIR100640,2021-04-13,West Bengal,West Bengal City 3,4G,Prepaid,3.9
AIR100641,2023-08-26,Tamil Nadu,Tamil Nadu City 1,4G,Prepaid,1.6
AIR100642,2022-03-07,Gujarat,Gujarat City 3,4G,Postpaid,3.2
AIR100643,2022-09-09,Tamil Nadu,Tamil Nadu City 2,5G,Postpaid,2.8
AIR100644,2020-04-17,Karnataka,Karnataka City 3,4G,Postpaid,5.2
AIR100645,2023-10-31,Tamil Nadu,Tamil Nadu City 1,4G,Broadband,1.8
AIR100646,2024-07-19,Kerala,Kerala City 3,4G,Prepaid,1.2
AIR100647,2023-06-26,Uttar Pradesh,Uttar Pradesh City 1,4G,Postpaid,2.3
AIR100648,2021-01-28,Rajasthan,Rajasthan City 1,4G,Prepaid,4.8
AIR100649,2021-06-24,Gujarat,Gujarat City 2,4G,Postpaid,4.5
AIR100650,2022-03-29,Tamil Nadu,Tamil Nadu City 2,5G,Broadband,2.9
AIR100651,2021-12-22,Tamil Nadu,Tamil Nadu City 3,5G,Postpaid,3.2
AIR100652,2021-12-24,Karnataka,Karnataka City 1,4G,Postpaid,3.3
AIR100653,2022-04-07,Rajasthan,Rajasthan City 1,5G,Broadband,3.1
AIR100654,2024-10-29,Maharashtra,Maharashtra City 2,5G,Prepaid,0.6
AIR100655,2022-07-15,Tamil Nadu,Tamil Nadu City 2,4G,Postpaid,3
AIR100656,2024-10-21,Kerala,Kerala City 3,4G,Broadband,0.8
AIR100657,2019-11-28,Telangana,Telangana City 1,4G,Postpaid,5.8
AIR100658,2022-04-26,Gujarat,Gujarat City 2,5G,Prepaid,3.5
AIR100659,2021-11-14,Tamil Nadu,Tamil Nadu City 3,4G,Prepaid,4
AIR100660,2022-02-15,Kerala,Kerala City 1,4G,Prepaid,3.8
AIR100661,2022-02-05,Kerala,Kerala City 1,5G,Prepaid,3
